"","participant","figure2","label2","textbox_comp_2.text","type","accurate","agegroup"
"2241","886554","resources/real_fg_memory_images/orig4.jpg","Neutral",7,"real",1,"Young"
"2242","886554","resources/real_fg_memory_images/fg20.jpg","Neutral",9,"artificial",1,"Young"
"2243","886554","resources/real_fg_memory_images/fg26.jpg","Scam",9,"artificial",1,"Young"
"2244","886554","resources/real_fg_memory_images/orig3.jpg","Neutral",10,"real",0,"Young"
"2245","886554","resources/real_fg_memory_images/orig6.jpg","Neutral",10,"real",1,"Young"
"2246","886554","resources/real_fg_memory_images/fg22.jpg","Neutral",10,"artificial",1,"Young"
"2247","886554","resources/real_fg_memory_images/orig11.jpg","Scam",7,"real",1,"Young"
"2248","886554","resources/real_fg_memory_images/fg25.jpg","Scam",7,"artificial",0,"Young"
"2249","886554","resources/real_fg_memory_images/fg28.jpg","Scam",4,"artificial",0,"Young"
"2250","886554","resources/real_fg_memory_images/orig8.jpg","Scam",10,"real",1,"Young"
"2251","886554","resources/real_fg_memory_images/fg24.jpg","Neutral",8,"artificial",1,"Young"
"2252","886554","resources/real_fg_memory_images/orig2.jpg","Neutral",10,"real",1,"Young"
"2253","886554","resources/real_fg_memory_images/orig12.jpg","Scam",10,"real",0,"Young"
"2254","886554","resources/real_fg_memory_images/orig9.jpg","Scam",10,"real",0,"Young"
"2255","886554","resources/real_fg_memory_images/fg19.jpg","Neutral",9,"artificial",1,"Young"
"2256","894292","resources/real_fg_memory_images/orig9.jpg","Scam",6,"real",1,"Young"
"2257","894292","resources/real_fg_memory_images/orig3.jpg","Neutral",4,"real",0,"Young"
"2258","894292","resources/real_fg_memory_images/fg28.jpg","Scam",4,"artificial",1,"Young"
"2259","894292","resources/real_fg_memory_images/orig8.jpg","Scam",3,"real",1,"Young"
"2260","894292","resources/real_fg_memory_images/fg24.jpg","Neutral",5,"artificial",0,"Young"
"2261","894292","resources/real_fg_memory_images/orig10.jpg","Scam",4,"real",1,"Young"
"2262","894292","resources/real_fg_memory_images/fg21.jpg","Neutral",4,"artificial",0,"Young"
"2263","894292","resources/real_fg_memory_images/orig12.jpg","Scam",4,"real",1,"Young"
"2264","894292","resources/real_fg_memory_images/orig6.jpg","Neutral",4,"real",0,"Young"
"2265","894292","resources/real_fg_memory_images/orig4.jpg","Neutral",4,"real",0,"Young"
"2266","894292","resources/real_fg_memory_images/orig2.jpg","Neutral",4,"real",0,"Young"
"2267","894292","resources/real_fg_memory_images/fg26.jpg","Scam",4,"artificial",1,"Young"
"2268","894292","resources/real_fg_memory_images/fg30.jpg","Scam",4,"artificial",1,"Young"
"2269","894292","resources/real_fg_memory_images/fg29.jpg","Scam",3,"artificial",1,"Young"
"2270","894292","resources/real_fg_memory_images/fg27.jpg","Scam",6,"artificial",1,"Young"
"2271","894292","resources/real_fg_memory_images/fg20.jpg","Neutral",8,"artificial",0,"Young"
"2272","894292","resources/real_fg_memory_images/fg25.jpg","Scam",7,"artificial",1,"Young"
"2273","894292","resources/real_fg_memory_images/orig1.jpg","Neutral",5,"real",0,"Young"
"2274","894292","resources/real_fg_memory_images/fg19.jpg","Neutral",3,"artificial",0,"Young"
"2275","894292","resources/real_fg_memory_images/orig5.jpg","Neutral",2,"real",0,"Young"
"2276","894292","resources/real_fg_memory_images/orig7.jpg","Scam",3,"real",1,"Young"
"2277","894292","resources/real_fg_memory_images/orig11.jpg","Scam",5,"real",1,"Young"
"2278","894292","resources/real_fg_memory_images/fg23.jpg","Neutral",7,"artificial",0,"Young"
"2279","894292","resources/real_fg_memory_images/fg22.jpg","Neutral",5,"artificial",0,"Young"
"2280","899688","resources/real_fg_memory_images/orig8.jpg","Scam",10,"real",1,"Young"
"2281","899688","resources/real_fg_memory_images/fg24.jpg","Neutral",8,"artificial",1,"Young"
"2282","899688","resources/real_fg_memory_images/orig12.jpg","Scam",10,"real",0,"Young"
"2283","899688","resources/real_fg_memory_images/orig6.jpg","Neutral",10,"real",1,"Young"
"2284","899688","resources/real_fg_memory_images/fg30.jpg","Scam",8,"artificial",1,"Young"
"2285","899688","resources/real_fg_memory_images/fg23.jpg","Neutral",6,"artificial",0,"Young"
"2286","899688","resources/real_fg_memory_images/orig7.jpg","Scam",8,"real",1,"Young"
"2287","899688","resources/real_fg_memory_images/fg21.jpg","Neutral",9,"artificial",0,"Young"
"2288","899688","resources/real_fg_memory_images/orig9.jpg","Scam",10,"real",0,"Young"
"2289","899688","resources/real_fg_memory_images/fg28.jpg","Scam",10,"artificial",1,"Young"
"2290","899688","resources/real_fg_memory_images/fg26.jpg","Scam",10,"artificial",1,"Young"
"2291","899688","resources/real_fg_memory_images/orig4.jpg","Neutral",10,"real",1,"Young"
"2292","899688","resources/real_fg_memory_images/fg29.jpg","Scam",8,"artificial",1,"Young"
"2293","899688","resources/real_fg_memory_images/fg19.jpg","Neutral",10,"artificial",1,"Young"
"2294","899688","resources/real_fg_memory_images/orig11.jpg","Scam",10,"real",1,"Young"
"2295","899688","resources/real_fg_memory_images/fg22.jpg","Neutral",9,"artificial",0,"Young"
"2296","899688","resources/real_fg_memory_images/orig5.jpg","Neutral",10,"real",1,"Young"
"2297","899688","resources/real_fg_memory_images/orig3.jpg","Neutral",10,"real",0,"Young"
"2298","899688","resources/real_fg_memory_images/orig10.jpg","Scam",8,"real",1,"Young"
"2299","899688","resources/real_fg_memory_images/fg20.jpg","Neutral",10,"artificial",1,"Young"
"2300","899688","resources/real_fg_memory_images/fg25.jpg","Scam",8,"artificial",1,"Young"
"2301","899688","resources/real_fg_memory_images/fg27.jpg","Scam",10,"artificial",1,"Young"
"2302","899688","resources/real_fg_memory_images/orig2.jpg","Neutral",6,"real",1,"Young"
"2303","899688","resources/real_fg_memory_images/orig1.jpg","Neutral",10,"real",1,"Young"
"2304","037351","resources/real_fg_memory_images/fg8.jpg","Neutral",5,"artificial",1,"Older"
"2305","037351","resources/real_fg_memory_images/fg6.jpg","Scam",5,"artificial",0,"Older"
"2306","037351","resources/real_fg_memory_images/orig30.jpg","Neutral",5,"real",1,"Older"
"2307","037351","resources/real_fg_memory_images/orig23.jpg","Scam",5,"real",1,"Older"
"2308","037351","resources/real_fg_memory_images/orig22.jpg","Scam",9,"real",1,"Older"
"2309","037351","resources/real_fg_memory_images/orig26.jpg","Neutral",5,"real",1,"Older"
"2310","037351","resources/real_fg_memory_images/fg9.jpg","Neutral",7,"artificial",0,"Older"
"2311","037351","resources/real_fg_memory_images/orig19.jpg","Scam",8,"real",1,"Older"
"2312","037351","resources/real_fg_memory_images/fg5.jpg","Scam",7,"artificial",1,"Older"
"2313","037351","resources/real_fg_memory_images/orig24.jpg","Scam",5,"real",0,"Older"
"2314","037351","resources/real_fg_memory_images/orig20.jpg","Scam",5,"real",1,"Older"
"2315","037351","resources/real_fg_memory_images/fg10.jpg","Neutral",5,"artificial",0,"Older"
"2316","037351","resources/real_fg_memory_images/orig21.jpg","Scam",5,"real",1,"Older"
"2317","037351","resources/real_fg_memory_images/fg2.jpg","Scam",5,"artificial",0,"Older"
"2318","037351","resources/real_fg_memory_images/orig25.jpg","Neutral",5,"real",1,"Older"
"2319","037351","resources/real_fg_memory_images/fg12.jpg","Neutral",5,"artificial",0,"Older"
"2320","037351","resources/real_fg_memory_images/fg1.jpg","Scam",5,"artificial",1,"Older"
"2321","037351","resources/real_fg_memory_images/orig29.jpg","Neutral",5,"real",1,"Older"
"2322","037351","resources/real_fg_memory_images/orig28.jpg","Neutral",9,"real",1,"Older"
"2323","037351","resources/real_fg_memory_images/orig27.jpg","Neutral",5,"real",1,"Older"
"2324","037351","resources/real_fg_memory_images/fg3.jpg","Scam",5,"artificial",1,"Older"
"2325","037351","resources/real_fg_memory_images/fg11.jpg","Neutral",9,"artificial",1,"Older"
"2326","037351","resources/real_fg_memory_images/fg4.jpg","Scam",5,"artificial",1,"Older"
"2327","037351","resources/real_fg_memory_images/fg7.jpg","Neutral",9,"artificial",1,"Older"
"2328","151619","resources/real_fg_memory_images/fg2.jpg","Scam",9,"artificial",0,"Older"
"2329","151619","resources/real_fg_memory_images/orig24.jpg","Scam",9,"real",0,"Older"
"2330","151619","resources/real_fg_memory_images/orig22.jpg","Scam",9,"real",1,"Older"
"2331","151619","resources/real_fg_memory_images/fg6.jpg","Scam",6,"artificial",0,"Older"
"2332","151619","resources/real_fg_memory_images/fg5.jpg","Scam",9,"artificial",1,"Older"
"2333","151619","resources/real_fg_memory_images/orig20.jpg","Scam",9,"real",1,"Older"
"2334","151619","resources/real_fg_memory_images/fg9.jpg","Neutral",8,"artificial",0,"Older"
"2335","151619","resources/real_fg_memory_images/orig30.jpg","Neutral",8,"real",1,"Older"
"2336","151619","resources/real_fg_memory_images/orig25.jpg","Neutral",9,"real",1,"Older"
"2337","151619","resources/real_fg_memory_images/orig26.jpg","Neutral",9,"real",1,"Older"
"2338","151619","resources/real_fg_memory_images/fg3.jpg","Scam",9,"artificial",1,"Older"
"2339","151619","resources/real_fg_memory_images/orig28.jpg","Neutral",9,"real",1,"Older"
"2340","151619","resources/real_fg_memory_images/orig21.jpg","Scam",9,"real",1,"Older"
"2341","151619","resources/real_fg_memory_images/fg12.jpg","Neutral",6,"artificial",0,"Older"
"2342","151619","resources/real_fg_memory_images/fg1.jpg","Scam",6,"artificial",1,"Older"
"2343","151619","resources/real_fg_memory_images/orig19.jpg","Scam",8,"real",1,"Older"
"2344","151619","resources/real_fg_memory_images/fg4.jpg","Scam",8,"artificial",0,"Older"
"2345","151619","resources/real_fg_memory_images/orig29.jpg","Neutral",7,"real",1,"Older"
"2346","151619","resources/real_fg_memory_images/fg7.jpg","Neutral",8,"artificial",1,"Older"
"2347","151619","resources/real_fg_memory_images/fg8.jpg","Neutral",9,"artificial",1,"Older"
"2348","151619","resources/real_fg_memory_images/orig27.jpg","Neutral",9,"real",1,"Older"
"2349","151619","resources/real_fg_memory_images/orig23.jpg","Scam",7,"real",1,"Older"
"2350","151619","resources/real_fg_memory_images/fg10.jpg","Neutral",7,"artificial",1,"Older"
"2351","151619","resources/real_fg_memory_images/fg11.jpg","Neutral",8,"artificial",1,"Older"
"2352","183377","resources/real_fg_memory_images/orig23.jpg","Scam",10,"real",1,"Older"
"2353","183377","resources/real_fg_memory_images/orig26.jpg","Neutral",10,"real",1,"Older"
"2354","183377","resources/real_fg_memory_images/fg5.jpg","Scam",10,"artificial",1,"Older"
"2355","183377","resources/real_fg_memory_images/fg3.jpg","Scam",10,"artificial",1,"Older"
"2356","183377","resources/real_fg_memory_images/fg7.jpg","Neutral",5,"artificial",0,"Older"
"2357","183377","resources/real_fg_memory_images/fg12.jpg","Neutral",10,"artificial",1,"Older"
"2358","183377","resources/real_fg_memory_images/orig25.jpg","Neutral",8,"real",0,"Older"
"2359","183377","resources/real_fg_memory_images/fg10.jpg","Neutral",9,"artificial",0,"Older"
"2360","183377","resources/real_fg_memory_images/fg9.jpg","Neutral",5,"artificial",1,"Older"
"2361","183377","resources/real_fg_memory_images/orig19.jpg","Scam",7,"real",1,"Older"
"2362","183377","resources/real_fg_memory_images/orig24.jpg","Scam",5,"real",0,"Older"
"2363","183377","resources/real_fg_memory_images/fg6.jpg","Scam",8,"artificial",1,"Older"
"2364","183377","resources/real_fg_memory_images/fg8.jpg","Neutral",7,"artificial",1,"Older"
"2365","183377","resources/real_fg_memory_images/orig20.jpg","Scam",8,"real",1,"Older"
"2366","183377","resources/real_fg_memory_images/orig21.jpg","Scam",9,"real",0,"Older"
"2367","183377","resources/real_fg_memory_images/orig28.jpg","Neutral",9,"real",1,"Older"
"2368","183377","resources/real_fg_memory_images/orig30.jpg","Neutral",8,"real",1,"Older"
"2369","183377","resources/real_fg_memory_images/orig27.jpg","Neutral",8,"real",1,"Older"
"2370","183377","resources/real_fg_memory_images/fg1.jpg","Scam",9,"artificial",1,"Older"
"2371","183377","resources/real_fg_memory_images/orig22.jpg","Scam",9,"real",1,"Older"
"2372","183377","resources/real_fg_memory_images/fg2.jpg","Scam",8,"artificial",0,"Older"
"2373","183377","resources/real_fg_memory_images/fg11.jpg","Neutral",8,"artificial",1,"Older"
"2374","183377","resources/real_fg_memory_images/fg4.jpg","Scam",5,"artificial",0,"Older"
"2375","183377","resources/real_fg_memory_images/orig29.jpg","Neutral",5,"real",0,"Older"
"2376","215889","resources/real_fg_memory_images/orig19.jpg","Scam",10,"real",0,"Older"
"2377","215889","resources/real_fg_memory_images/fg10.jpg","Neutral",10,"artificial",0,"Older"
"2378","215889","resources/real_fg_memory_images/fg8.jpg","Neutral",10,"artificial",1,"Older"
"2379","215889","resources/real_fg_memory_images/orig20.jpg","Scam",10,"real",1,"Older"
"2380","215889","resources/real_fg_memory_images/fg4.jpg","Scam",10,"artificial",1,"Older"
"2381","215889","resources/real_fg_memory_images/orig30.jpg","Neutral",10,"real",0,"Older"
"2382","215889","resources/real_fg_memory_images/fg2.jpg","Scam",10,"artificial",1,"Older"
"2383","215889","resources/real_fg_memory_images/fg7.jpg","Neutral",10,"artificial",1,"Older"
"2384","215889","resources/real_fg_memory_images/orig28.jpg","Neutral",10,"real",1,"Older"
"2385","215889","resources/real_fg_memory_images/orig21.jpg","Scam",10,"real",1,"Older"
"2386","215889","resources/real_fg_memory_images/fg9.jpg","Neutral",10,"artificial",0,"Older"
"2387","215889","resources/real_fg_memory_images/orig22.jpg","Scam",10,"real",1,"Older"
"2388","215889","resources/real_fg_memory_images/orig24.jpg","Scam",10,"real",0,"Older"
"2389","215889","resources/real_fg_memory_images/fg12.jpg","Neutral",10,"artificial",0,"Older"
"2390","215889","resources/real_fg_memory_images/orig25.jpg","Neutral",10,"real",1,"Older"
"2391","215889","resources/real_fg_memory_images/fg11.jpg","Neutral",10,"artificial",1,"Older"
"2392","215889","resources/real_fg_memory_images/orig23.jpg","Scam",10,"real",1,"Older"
"2393","215889","resources/real_fg_memory_images/orig27.jpg","Neutral",10,"real",1,"Older"
"2394","215889","resources/real_fg_memory_images/fg3.jpg","Scam",10,"artificial",1,"Older"
"2395","215889","resources/real_fg_memory_images/orig29.jpg","Neutral",10,"real",0,"Older"
"2396","215889","resources/real_fg_memory_images/fg6.jpg","Scam",10,"artificial",1,"Older"
"2397","215889","resources/real_fg_memory_images/fg1.jpg","Scam",10,"artificial",1,"Older"
"2398","215889","resources/real_fg_memory_images/fg5.jpg","Scam",10,"artificial",1,"Older"
"2399","215889","resources/real_fg_memory_images/orig26.jpg","Neutral",10,"real",1,"Older"
"2400","237137","resources/real_fg_memory_images/fg6.jpg","Scam",2,"artificial",1,"Older"
"2401","237137","resources/real_fg_memory_images/fg8.jpg","Neutral",8,"artificial",1,"Older"
"2402","237137","resources/real_fg_memory_images/orig21.jpg","Scam",7,"real",1,"Older"
"2403","237137","resources/real_fg_memory_images/fg11.jpg","Neutral",1,"artificial",1,"Older"
"2404","237137","resources/real_fg_memory_images/orig30.jpg","Neutral",5,"real",0,"Older"
"2405","237137","resources/real_fg_memory_images/fg3.jpg","Scam",1,"artificial",0,"Older"
"2406","237137","resources/real_fg_memory_images/fg5.jpg","Scam",7,"artificial",1,"Older"
"2407","237137","resources/real_fg_memory_images/orig26.jpg","Neutral",9,"real",1,"Older"
"2408","237137","resources/real_fg_memory_images/orig23.jpg","Scam",2,"real",1,"Older"
"2409","237137","resources/real_fg_memory_images/fg7.jpg","Neutral",0,"artificial",1,"Older"
"2410","237137","resources/real_fg_memory_images/fg1.jpg","Scam",7,"artificial",1,"Older"
"2411","237137","resources/real_fg_memory_images/orig22.jpg","Scam",2,"real",1,"Older"
"2412","237137","resources/real_fg_memory_images/fg2.jpg","Scam",5,"artificial",1,"Older"
"2413","237137","resources/real_fg_memory_images/orig25.jpg","Neutral",5,"real",1,"Older"
"2414","237137","resources/real_fg_memory_images/orig29.jpg","Neutral",7,"real",1,"Older"
"2415","237137","resources/real_fg_memory_images/fg12.jpg","Neutral",3,"artificial",0,"Older"
"2416","237137","resources/real_fg_memory_images/orig27.jpg","Neutral",2,"real",1,"Older"
"2417","237137","resources/real_fg_memory_images/fg4.jpg","Scam",6,"artificial",1,"Older"
"2418","237137","resources/real_fg_memory_images/orig28.jpg","Neutral",1,"real",1,"Older"
"2419","237137","resources/real_fg_memory_images/orig24.jpg","Scam",7,"real",1,"Older"
"2420","237137","resources/real_fg_memory_images/fg9.jpg","Neutral",2,"artificial",0,"Older"
"2421","237137","resources/real_fg_memory_images/fg10.jpg","Neutral",3,"artificial",1,"Older"
"2422","237137","resources/real_fg_memory_images/orig19.jpg","Scam",4,"real",1,"Older"
"2423","237137","resources/real_fg_memory_images/orig20.jpg","Scam",5,"real",1,"Older"
"2424","281816","resources/real_fg_memory_images/fg8.jpg","Neutral",7,"artificial",0,"Older"
"2425","281816","resources/real_fg_memory_images/orig19.jpg","Scam",6,"real",1,"Older"
"2426","281816","resources/real_fg_memory_images/orig27.jpg","Neutral",7,"real",1,"Older"
"2427","281816","resources/real_fg_memory_images/orig28.jpg","Neutral",8,"real",1,"Older"
"2428","281816","resources/real_fg_memory_images/orig22.jpg","Scam",10,"real",1,"Older"
"2429","281816","resources/real_fg_memory_images/fg9.jpg","Neutral",5,"artificial",1,"Older"
"2430","281816","resources/real_fg_memory_images/orig24.jpg","Scam",5,"real",0,"Older"
"2431","281816","resources/real_fg_memory_images/fg2.jpg","Scam",4,"artificial",1,"Older"
"2432","281816","resources/real_fg_memory_images/fg12.jpg","Neutral",7,"artificial",0,"Older"
"2433","281816","resources/real_fg_memory_images/orig20.jpg","Scam",6,"real",1,"Older"
"2434","281816","resources/real_fg_memory_images/fg3.jpg","Scam",10,"artificial",1,"Older"
"2435","281816","resources/real_fg_memory_images/fg4.jpg","Scam",9,"artificial",1,"Older"
"2436","281816","resources/real_fg_memory_images/orig23.jpg","Scam",7,"real",1,"Older"
"2437","281816","resources/real_fg_memory_images/orig30.jpg","Neutral",5,"real",1,"Older"
"2438","281816","resources/real_fg_memory_images/orig21.jpg","Scam",9,"real",1,"Older"
"2439","281816","resources/real_fg_memory_images/fg11.jpg","Neutral",7,"artificial",1,"Older"
"2440","281816","resources/real_fg_memory_images/fg6.jpg","Scam",5,"artificial",1,"Older"
"2441","281816","resources/real_fg_memory_images/fg7.jpg","Neutral",7,"artificial",1,"Older"
"2442","281816","resources/real_fg_memory_images/orig25.jpg","Neutral",5,"real",1,"Older"
"2443","281816","resources/real_fg_memory_images/orig29.jpg","Neutral",7,"real",1,"Older"
"2444","281816","resources/real_fg_memory_images/fg5.jpg","Scam",9,"artificial",1,"Older"
"2445","281816","resources/real_fg_memory_images/fg1.jpg","Scam",9,"artificial",1,"Older"
"2446","281816","resources/real_fg_memory_images/fg10.jpg","Neutral",2,"artificial",1,"Older"
"2447","281816","resources/real_fg_memory_images/orig26.jpg","Neutral",4,"real",0,"Older"
"2448","301755","resources/real_fg_memory_images/orig19.jpg","Scam",5,"real",0,"Older"
"2449","301755","resources/real_fg_memory_images/fg6.jpg","Scam",7,"artificial",1,"Older"
"2450","301755","resources/real_fg_memory_images/fg2.jpg","Scam",6,"artificial",1,"Older"
"2451","301755","resources/real_fg_memory_images/fg12.jpg","Neutral",8,"artificial",0,"Older"
"2452","301755","resources/real_fg_memory_images/fg8.jpg","Neutral",5,"artificial",1,"Older"
"2453","301755","resources/real_fg_memory_images/orig28.jpg","Neutral",6,"real",0,"Older"
"2454","301755","resources/real_fg_memory_images/orig21.jpg","Scam",7,"real",1,"Older"
"2455","301755","resources/real_fg_memory_images/fg7.jpg","Neutral",6,"artificial",0,"Older"
"2456","301755","resources/real_fg_memory_images/orig23.jpg","Scam",4,"real",0,"Older"
"2457","301755","resources/real_fg_memory_images/fg3.jpg","Scam",8,"artificial",1,"Older"
"2458","301755","resources/real_fg_memory_images/fg1.jpg","Scam",7,"artificial",1,"Older"
"2459","301755","resources/real_fg_memory_images/orig26.jpg","Neutral",6,"real",1,"Older"
"2460","301755","resources/real_fg_memory_images/orig24.jpg","Scam",5,"real",0,"Older"
"2461","301755","resources/real_fg_memory_images/fg4.jpg","Scam",8,"artificial",1,"Older"
"2462","301755","resources/real_fg_memory_images/orig25.jpg","Neutral",6,"real",1,"Older"
"2463","301755","resources/real_fg_memory_images/fg11.jpg","Neutral",7,"artificial",0,"Older"
"2464","301755","resources/real_fg_memory_images/orig30.jpg","Neutral",4,"real",1,"Older"
"2465","301755","resources/real_fg_memory_images/fg10.jpg","Neutral",8,"artificial",1,"Older"
"2466","301755","resources/real_fg_memory_images/fg9.jpg","Neutral",7,"artificial",1,"Older"
"2467","301755","resources/real_fg_memory_images/fg5.jpg","Scam",6,"artificial",0,"Older"
"2468","301755","resources/real_fg_memory_images/orig20.jpg","Scam",7,"real",1,"Older"
"2469","301755","resources/real_fg_memory_images/orig27.jpg","Neutral",5,"real",1,"Older"
"2470","301755","resources/real_fg_memory_images/orig29.jpg","Neutral",6,"real",0,"Older"
"2471","301755","resources/real_fg_memory_images/orig22.jpg","Scam",8,"real",1,"Older"
"2472","337188","resources/real_fg_memory_images/orig23.jpg","Scam",7,"real",1,"Older"
"2473","337188","resources/real_fg_memory_images/fg6.jpg","Scam",8,"artificial",0,"Older"
"2474","337188","resources/real_fg_memory_images/orig21.jpg","Scam",8,"real",1,"Older"
"2475","337188","resources/real_fg_memory_images/fg5.jpg","Scam",8,"artificial",0,"Older"
"2476","337188","resources/real_fg_memory_images/orig22.jpg","Scam",8,"real",1,"Older"
"2477","337188","resources/real_fg_memory_images/orig25.jpg","Neutral",8,"real",1,"Older"
"2478","337188","resources/real_fg_memory_images/orig29.jpg","Neutral",8,"real",1,"Older"
"2479","337188","resources/real_fg_memory_images/fg2.jpg","Scam",8,"artificial",0,"Older"
"2480","337188","resources/real_fg_memory_images/fg1.jpg","Scam",8,"artificial",1,"Older"
"2481","337188","resources/real_fg_memory_images/orig26.jpg","Neutral",9,"real",1,"Older"
"2482","337188","resources/real_fg_memory_images/fg11.jpg","Neutral",9,"artificial",1,"Older"
"2483","337188","resources/real_fg_memory_images/fg4.jpg","Scam",9,"artificial",0,"Older"
"2484","337188","resources/real_fg_memory_images/orig19.jpg","Scam",7,"real",1,"Older"
"2485","337188","resources/real_fg_memory_images/fg12.jpg","Neutral",7,"artificial",1,"Older"
"2486","337188","resources/real_fg_memory_images/orig20.jpg","Scam",7,"real",1,"Older"
"2487","337188","resources/real_fg_memory_images/fg7.jpg","Neutral",7,"artificial",1,"Older"
"2488","337188","resources/real_fg_memory_images/orig24.jpg","Scam",8,"real",0,"Older"
"2489","337188","resources/real_fg_memory_images/fg3.jpg","Scam",9,"artificial",1,"Older"
"2490","337188","resources/real_fg_memory_images/fg10.jpg","Neutral",8,"artificial",0,"Older"
"2491","337188","resources/real_fg_memory_images/fg8.jpg","Neutral",9,"artificial",1,"Older"
"2492","337188","resources/real_fg_memory_images/fg9.jpg","Neutral",9,"artificial",1,"Older"
"2493","337188","resources/real_fg_memory_images/orig28.jpg","Neutral",9,"real",1,"Older"
"2494","337188","resources/real_fg_memory_images/orig30.jpg","Neutral",9,"real",1,"Older"
"2495","337188","resources/real_fg_memory_images/orig27.jpg","Neutral",9,"real",1,"Older"
"2496","461165","resources/real_fg_memory_images/orig27.jpg","Neutral",6,"real",0,"Older"
"2497","461165","resources/real_fg_memory_images/fg8.jpg","Neutral",1,"artificial",0,"Older"
"2498","461165","resources/real_fg_memory_images/fg3.jpg","Scam",5,"artificial",1,"Older"
"2499","461165","resources/real_fg_memory_images/fg4.jpg","Scam",6,"artificial",0,"Older"
"2500","461165","resources/real_fg_memory_images/orig23.jpg","Scam",1,"real",1,"Older"
"2501","461165","resources/real_fg_memory_images/orig20.jpg","Scam",4,"real",1,"Older"
"2502","461165","resources/real_fg_memory_images/orig30.jpg","Neutral",3,"real",1,"Older"
"2503","461165","resources/real_fg_memory_images/orig21.jpg","Scam",6,"real",1,"Older"
"2504","461165","resources/real_fg_memory_images/fg9.jpg","Neutral",7,"artificial",0,"Older"
"2505","461165","resources/real_fg_memory_images/fg6.jpg","Scam",0,"artificial",0,"Older"
"2506","461165","resources/real_fg_memory_images/orig24.jpg","Scam",4,"real",0,"Older"
"2507","461165","resources/real_fg_memory_images/orig19.jpg","Scam",2,"real",1,"Older"
"2508","461165","resources/real_fg_memory_images/orig29.jpg","Neutral",1,"real",1,"Older"
"2509","461165","resources/real_fg_memory_images/orig26.jpg","Neutral",2,"real",1,"Older"
"2510","461165","resources/real_fg_memory_images/fg1.jpg","Scam",5,"artificial",1,"Older"
"2511","461165","resources/real_fg_memory_images/fg5.jpg","Scam",3,"artificial",1,"Older"
"2512","461165","resources/real_fg_memory_images/orig22.jpg","Scam",2,"real",0,"Older"
"2513","461165","resources/real_fg_memory_images/fg11.jpg","Neutral",1,"artificial",0,"Older"
"2514","461165","resources/real_fg_memory_images/fg2.jpg","Scam",3,"artificial",0,"Older"
"2515","461165","resources/real_fg_memory_images/orig25.jpg","Neutral",2,"real",1,"Older"
"2516","461165","resources/real_fg_memory_images/fg10.jpg","Neutral",3,"artificial",0,"Older"
"2517","461165","resources/real_fg_memory_images/fg12.jpg","Neutral",6,"artificial",0,"Older"
"2518","461165","resources/real_fg_memory_images/fg7.jpg","Neutral",2,"artificial",0,"Older"
"2519","461165","resources/real_fg_memory_images/orig28.jpg","Neutral",4,"real",1,"Older"
"2520","463753","resources/real_fg_memory_images/orig29.jpg","Neutral",8,"real",0,"Older"
"2521","463753","resources/real_fg_memory_images/fg12.jpg","Neutral",10,"artificial",0,"Older"
"2522","463753","resources/real_fg_memory_images/fg6.jpg","Scam",6,"artificial",0,"Older"
"2523","463753","resources/real_fg_memory_images/fg7.jpg","Neutral",10,"artificial",0,"Older"
"2524","463753","resources/real_fg_memory_images/fg1.jpg","Scam",10,"artificial",1,"Older"
"2525","463753","resources/real_fg_memory_images/fg3.jpg","Scam",10,"artificial",1,"Older"
"2526","463753","resources/real_fg_memory_images/fg10.jpg","Neutral",10,"artificial",0,"Older"
"2527","463753","resources/real_fg_memory_images/orig22.jpg","Scam",10,"real",1,"Older"
"2528","463753","resources/real_fg_memory_images/orig23.jpg","Scam",10,"real",1,"Older"
"2529","463753","resources/real_fg_memory_images/fg8.jpg","Neutral",3,"artificial",1,"Older"
"2530","463753","resources/real_fg_memory_images/fg4.jpg","Scam",5,"artificial",1,"Older"
"2531","463753","resources/real_fg_memory_images/orig25.jpg","Neutral",10,"real",0,"Older"
"2532","463753","resources/real_fg_memory_images/orig21.jpg","Scam",8,"real",0,"Older"
"2533","463753","resources/real_fg_memory_images/orig30.jpg","Neutral",10,"real",0,"Older"
"2534","463753","resources/real_fg_memory_images/orig24.jpg","Scam",10,"real",1,"Older"
"2535","463753","resources/real_fg_memory_images/fg9.jpg","Neutral",10,"artificial",0,"Older"
"2536","463753","resources/real_fg_memory_images/orig27.jpg","Neutral",3,"real",0,"Older"
"2537","463753","resources/real_fg_memory_images/orig19.jpg","Scam",8,"real",1,"Older"
"2538","463753","resources/real_fg_memory_images/orig20.jpg","Scam",6,"real",0,"Older"
"2539","463753","resources/real_fg_memory_images/orig26.jpg","Neutral",7,"real",1,"Older"
"2540","463753","resources/real_fg_memory_images/fg5.jpg","Scam",2,"artificial",1,"Older"
"2541","463753","resources/real_fg_memory_images/fg11.jpg","Neutral",10,"artificial",0,"Older"
"2542","463753","resources/real_fg_memory_images/orig28.jpg","Neutral",10,"real",0,"Older"
"2543","463753","resources/real_fg_memory_images/fg2.jpg","Scam",10,"artificial",0,"Older"
"2544","467472","resources/real_fg_memory_images/orig26.jpg","Neutral",6,"real",1,"Older"
"2545","467472","resources/real_fg_memory_images/orig19.jpg","Scam",5,"real",1,"Older"
"2546","467472","resources/real_fg_memory_images/fg8.jpg","Neutral",9,"artificial",1,"Older"
